Cod_Gecon;Cod_Gecon;Cod_Gecon;Cod_Gecon;Cod_Gecon
101;2020;3537008;Bovino;30910
101;2020;3537107;Bovino;9215
101;2020;3537156;Bovino;1037
101;2020;3537206;Bovino;1460
101;2020;3537305;Bovino;22447
101;2020;3537404;Bovino;52239
101;2020;3537503;Bovino;31500
101;2020;3537602;Bovino;338
101;2020;3537701;Bovino;23863
101;2020;3537800;Bovino;9100
101;2020;3537909;Bovino;13459
101;2020;3538006;Bovino;56382
101;2020;3538105;Bovino;2850
101;2020;3538204;Bovino;9023
101;2020;3538303;Bovino;64262
101;2020;3538501;Bovino;7800
101;2020;3538600;Bovino;17570
101;2020;3538709;Bovino;53589
101;2020;3538808;Bovino;22829
101;2020;3538907;Bovino;51014
101;2020;3539004;Bovino;1850
101;2020;3539202;Bovino;26170
101;2020;3539301;Bovino;9300
101;2020;3539400;Bovino;29365
101;2020;3539509;Bovino;5417
101;2020;3539608;Bovino;7850
101;2020;3539707;Bovino;7502
101;2020;3539806;Bovino;29
101;2020;3539905;Bovino;12450
101;2020;3540002;Bovino;63677
101;2020;3540101;Bovino;21068
101;2020;3540200;Bovino;562
101;2020;3540259;Bovino;17408
101;2020;3540309;Bovino;9100
101;2020;3540408;Bovino;18450
101;2020;3540507;Bovino;25608
101;2020;3540606;Bovino;22700
101;2020;3540705;Bovino;3000
101;2020;3540754;Bovino;6252
101;2020;3540804;Bovino;39320
101;2020;3540853;Bovino;6280
101;2020;3540903;Bovino;460
101;2020;3541059;Bovino;5571
101;2020;3541109;Bovino;21890
101;2020;3541208;Bovino;125109
101;2020;3541307;Bovino;89147
101;2020;3541406;Bovino;58382
101;2020;3541505;Bovino;95974
101;2020;3541604;Bovino;53833
101;2020;3541653;Bovino;9250
101;2020;3541703;Bovino;27200
101;2020;3541802;Bovino;10458
101;2020;3541901;Bovino;9900
101;2020;3542008;Bovino;29522
101;2020;3542107;Bovino;3382
101;2020;3542206;Bovino;115328
101;2020;3542305;Bovino;13762
101;2020;3542404;Bovino;28270
101;2020;3542503;Bovino;24548
101;2020;3542602;Bovino;8150
101;2020;3542701;Bovino;7058
101;2020;3542800;Bovino;4884
101;2020;3542909;Bovino;11700
101;2020;3543006;Bovino;11221
101;2020;3543105;Bovino;3634
101;2020;3543204;Bovino;4100
101;2020;3543238;Bovino;23503
101;2020;3543253;Bovino;4406
101;2020;3543303;Bovino;78
101;2020;3543402;Bovino;4000
101;2020;3543501;Bovino;35000
101;2020;3543600;Bovino;6892
101;2020;3543709;Bovino;4537
101;2020;3543808;Bovino;43287
101;2020;3543907;Bovino;18040
101;2020;3544004;Bovino;1940
101;2020;3544103;Bovino;30
101;2020;3544202;Bovino;31600
101;2020;3544251;Bovino;57891
101;2020;3544301;Bovino;5826
101;2020;3544400;Bovino;17423
101;2020;3544509;Bovino;17100
101;2020;3544608;Bovino;24800
101;2020;3544707;Bovino;11850
101;2020;3544806;Bovino;19520
101;2020;3544905;Bovino;8886
101;2020;3545001;Bovino;4250
101;2020;3545100;Bovino;12550
101;2020;3545159;Bovino;6062
101;2020;3545209;Bovino;3200
101;2020;3545308;Bovino;7900
101;2020;3545407;Bovino;3700
101;2020;3545506;Bovino;20148
101;2020;3545605;Bovino;3375
101;2020;3545704;Bovino;25415
101;2020;3545803;Bovino;1970
101;2020;3546009;Bovino;11100
101;2020;3546108;Bovino;18450
101;2020;3546207;Bovino;8930
101;2020;3546256;Bovino;2000
101;2020;3546306;Bovino;1600
101;2020;3546405;Bovino;42500
101;2020;3546504;Bovino;226
101;2020;3546603;Bovino;27890
101;2020;3546702;Bovino;506
101;2020;3546801;Bovino;6606
101;2020;3546900;Bovino;315
101;2020;3547007;Bovino;11620
101;2020;3547106;Bovino;11130
101;2020;3547205;Bovino;19040
101;2020;3547304;Bovino;1300
101;2020;3547403;Bovino;18300
101;2020;3547502;Bovino;21900
101;2020;3547601;Bovino;8901
101;2020;3547650;Bovino;11160
101;2020;3547700;Bovino;82305
101;2020;3547908;Bovino;18225
101;2020;3548005;Bovino;3874
101;2020;3548054;Bovino;79912
101;2020;3548104;Bovino;6400
101;2020;3548203;Bovino;3914
101;2020;3548302;Bovino;13275
101;2020;3548401;Bovino;7652
101;2020;3548609;Bovino;14158
101;2020;3548906;Bovino;35300
101;2020;3549003;Bovino;10807
101;2020;3549102;Bovino;42400
101;2020;3549201;Bovino;10093
101;2020;3549250;Bovino;7112
101;2020;3549300;Bovino;3900
101;2020;3549409;Bovino;4301
101;2020;3549508;Bovino;5171
101;2020;3549607;Bovino;15310
101;2020;3549706;Bovino;49000
101;2020;3549805;Bovino;25030
101;2020;3549904;Bovino;57545
101;2020;3550001;Bovino;36847
101;2020;3550100;Bovino;7908
101;2020;3550209;Bovino;17754
101;2020;3550308;Bovino;500
101;2020;3550407;Bovino;33555
101;2020;3550506;Bovino;36000
101;2020;3550605;Bovino;2600
101;2020;3550704;Bovino;157
101;2020;3550803;Bovino;16300
101;2020;3550902;Bovino;10720
101;2020;3551108;Bovino;17276
101;2020;3551207;Bovino;4623
101;2020;3551306;Bovino;9505
101;2020;3551405;Bovino;2240
101;2020;3551504;Bovino;1066
101;2020;3551603;Bovino;9663
101;2020;3551702;Bovino;4235
101;2020;3551801;Bovino;6750
101;2020;3551900;Bovino;1950
101;2020;3552007;Bovino;20100
101;2020;3552106;Bovino;47760
101;2020;3552205;Bovino;8800
101;2020;3552304;Bovino;35905
101;2020;3552403;Bovino;1100
101;2020;3552502;Bovino;855
101;2020;3552551;Bovino;25685
101;2020;3552601;Bovino;5555
101;2020;3552700;Bovino;6005
101;2020;3552908;Bovino;24175
101;2020;3553005;Bovino;17935
101;2020;3553104;Bovino;1800
101;2020;3553203;Bovino;820
101;2020;3553302;Bovino;8700
101;2020;3553401;Bovino;43900
101;2020;3553500;Bovino;1500
101;2020;3553609;Bovino;14535
101;2020;3553658;Bovino;160
101;2020;3553708;Bovino;5002
101;2020;3553807;Bovino;17747
101;2020;3553856;Bovino;4602
101;2020;3553906;Bovino;20994
101;2020;3553955;Bovino;2709
101;2020;3554003;Bovino;20000
101;2020;3554102;Bovino;35772
101;2020;3554201;Bovino;12036
101;2020;3554300;Bovino;75771
101;2020;3554409;Bovino;1520
101;2020;3554508;Bovino;31200
101;2020;3554607;Bovino;10630
101;2020;3554656;Bovino;6603
101;2020;3554706;Bovino;22890
101;2020;3554755;Bovino;1373
101;2020;3554805;Bovino;7061
101;2020;3554904;Bovino;18980
101;2020;3554953;Bovino;10870
101;2020;3555000;Bovino;48819
101;2020;3555109;Bovino;14570
101;2020;3555208;Bovino;15127
101;2020;3555307;Bovino;11495
101;2020;3555356;Bovino;4380
101;2020;3555406;Bovino;95
101;2020;3555505;Bovino;16400
101;2020;3555604;Bovino;10980
101;2020;3555703;Bovino;3180
101;2020;3555802;Bovino;24250
101;2020;3555901;Bovino;11202
101;2020;3556008;Bovino;10620
101;2020;3556107;Bovino;13200
101;2020;3556206;Bovino;3650
101;2020;3556305;Bovino;24300
101;2020;3556354;Bovino;7350
101;2020;3556404;Bovino;20000
101;2020;3556503;Bovino;109
101;2020;3556602;Bovino;20510
101;2020;3556701;Bovino;2300
101;2020;3556800;Bovino;1570
101;2020;3556909;Bovino;746
101;2020;3556958;Bovino;3218
101;2020;3557006;Bovino;1800
101;2020;3557105;Bovino;32200
101;2020;3557154;Bovino;12329
101;2020;3557204;Bovino;2000
101;2020;3557303;Bovino;2693
101;2021;3500105;Bovino;38750
101;2021;3500204;Bovino;4339
101;2021;3500303;Bovino;3650
101;2021;3500402;Bovino;9600
101;2021;3500501;Bovino;5590
101;2021;3500550;Bovino;9996
101;2021;3500709;Bovino;31598
101;2021;3500758;Bovino;7125
101;2021;3500808;Bovino;22300
101;2021;3500907;Bovino;27800
101;2021;3501004;Bovino;15800
101;2021;3501103;Bovino;23806
101;2021;3501152;Bovino;860
101;2021;3501202;Bovino;46200
101;2021;3501301;Bovino;46150
101;2021;3501400;Bovino;11834
101;2021;3501509;Bovino;5737
101;2021;3501608;Bovino;175
101;2021;3501707;Bovino;319
101;2021;3501806;Bovino;17200
101;2021;3501905;Bovino;31129
101;2021;3502002;Bovino;11200
101;2021;3502101;Bovino;52768
101;2021;3502200;Bovino;49102
101;2021;3502309;Bovino;33700
101;2021;3502408;Bovino;26350
101;2021;3502507;Bovino;6053
101;2021;3502606;Bovino;19228
101;2021;3502705;Bovino;6357
101;2021;3502754;Bovino;1950
101;2021;3502804;Bovino;63804
101;2021;3502903;Bovino;10200
101;2021;3503000;Bovino;2199
101;2021;3503109;Bovino;10500
101;2021;3503158;Bovino;5480
101;2021;3503208;Bovino;9883
101;2021;3503307;Bovino;6840
101;2021;3503356;Bovino;22670
101;2021;3503406;Bovino;40856
101;2021;3503505;Bovino;14822
101;2021;3503604;Bovino;500
101;2021;3503703;Bovino;450
101;2021;3503802;Bovino;5370
101;2021;3503901;Bovino;240
101;2021;3503950;Bovino;7450
101;2021;3504008;Bovino;16970
101;2021;3504107;Bovino;12500
101;2021;3504206;Bovino;54600
101;2021;3504305;Bovino;37236
101;2021;3504404;Bovino;9522
101;2021;3504503;Bovino;41000
101;2021;3504602;Bovino;12030
101;2021;3504701;Bovino;3641
101;2021;3504800;Bovino;9430
101;2021;3504909;Bovino;29450
101;2021;3505005;Bovino;13100
101;2021;3505104;Bovino;8233
101;2021;3505203;Bovino;20571
101;2021;3505302;Bovino;503
101;2021;3505351;Bovino;3653
101;2021;3505401;Bovino;8800
101;2021;3505500;Bovino;39121
101;2021;3505609;Bovino;384
101;2021;3505807;Bovino;18790
101;2021;3505906;Bovino;20500
101;2021;3506003;Bovino;45343
101;2021;3506102;Bovino;15500
101;2021;3506201;Bovino;12664
101;2021;3506300;Bovino;7985
101;2021;3506409;Bovino;13280
101;2021;3506508;Bovino;43101
101;2021;3506607;Bovino;707
101;2021;3506706;Bovino;6795
101;2021;3506805;Bovino;12028
101;2021;3506904;Bovino;37200
101;2021;3507001;Bovino;14747
101;2021;3507100;Bovino;2800
101;2021;3507159;Bovino;1250
101;2021;3507209;Bovino;5630
101;2021;3507308;Bovino;2490
101;2021;3507407;Bovino;15710
101;2021;3507456;Bovino;3750
101;2021;3507506;Bovino;34730
101;2021;3507605;Bovino;40000
101;2021;3507704;Bovino;10122
101;2021;3507753;Bovino;3844
101;2021;3507803;Bovino;12000
101;2021;3507902;Bovino;25464
101;2021;3508009;Bovino;25232
101;2021;3508108;Bovino;37600
101;2021;3508207;Bovino;11713
101;2021;3508306;Bovino;13100
101;2021;3508405;Bovino;7813
101;2021;3508504;Bovino;24000
101;2021;3508603;Bovino;25610
101;2021;3508702;Bovino;30000
101;2021;3508801;Bovino;38933
101;2021;3508900;Bovino;20600
101;2021;3509007;Bovino;60
101;2021;3509106;Bovino;68906
101;2021;3509205;Bovino;121
101;2021;3509254;Bovino;7700
101;2021;3509304;Bovino;4450
101;2021;3509403;Bovino;25600
101;2021;3509452;Bovino;5565
101;2021;3509502;Bovino;20667
101;2021;3509601;Bovino;268
101;2021;3509700;Bovino;670
101;2021;3509809;Bovino;13500
101;2021;3509908;Bovino;720
101;2021;3509957;Bovino;4430
101;2021;3510005;Bovino;4447
101;2021;3510104;Bovino;632
101;2021;3510153;Bovino;350
101;2021;3510203;Bovino;25771
101;2021;3510302;Bovino;9986
101;2021;3510401;Bovino;5311
101;2021;3510500;Bovino;8238
101;2021;3510708;Bovino;42163
101;2021;3510807;Bovino;15300
101;2021;3510906;Bovino;14500
101;2021;3511003;Bovino;96414
101;2021;3511102;Bovino;2763
101;2021;3511201;Bovino;850
101;2021;3511300;Bovino;12230
101;2021;3511409;Bovino;20400
101;2021;3511508;Bovino;9300
101;2021;3511607;Bovino;10400
101;2021;3511706;Bovino;4811
101;2021;3511904;Bovino;11921
101;2021;3512001;Bovino;11312
101;2021;3512100;Bovino;11239
101;2021;3512209;Bovino;2021
101;2021;3512308;Bovino;68239
101;2021;3512407;Bovino;810
101;2021;3512506;Bovino;13044
101;2021;3512605;Bovino;15000
101;2021;3512704;Bovino;15741
101;2021;3512803;Bovino;1647
101;2021;3512902;Bovino;35000
101;2021;3513108;Bovino;5000
101;2021;3513207;Bovino;22251
101;2021;3513306;Bovino;784
101;2021;3513405;Bovino;16522
101;2021;3513603;Bovino;120972
101;2021;3513702;Bovino;24600
101;2021;3513850;Bovino;8900
101;2021;3513900;Bovino;24400
101;2021;3514007;Bovino;574
101;2021;3514106;Bovino;14404
101;2021;3514205;Bovino;4700
101;2021;3514304;Bovino;11900
101;2021;3514403;Bovino;31300
101;2021;3514502;Bovino;22750
101;2021;3514601;Bovino;377
101;2021;3514700;Bovino;33299
101;2021;3514809;Bovino;11400
101;2021;3514908;Bovino;7572
101;2021;3514924;Bovino;1950
101;2021;3514957;Bovino;1800
101;2021;3515129;Bovino;33850
101;2021;3515152;Bovino;3422
101;2021;3515186;Bovino;14500
101;2021;3515194;Bovino;16000
101;2021;3515202;Bovino;33870
101;2021;3515301;Bovino;13260
101;2021;3515350;Bovino;58097
101;2021;3515400;Bovino;44319
101;2021;3515509;Bovino;35146
101;2021;3515608;Bovino;3012
101;2021;3515657;Bovino;6325
101;2021;3515707;Bovino;692
101;2021;3515806;Bovino;19700
101;2021;3515905;Bovino;16954
101;2021;3516002;Bovino;41380
101;2021;3516101;Bovino;645
101;2021;3516200;Bovino;21252
101;2021;3516309;Bovino;115
101;2021;3516408;Bovino;95
101;2021;3516507;Bovino;10179
101;2021;3516606;Bovino;18282
101;2021;3516705;Bovino;36935
101;2021;3516804;Bovino;12950
101;2021;3516853;Bovino;1228
101;2021;3516903;Bovino;43800
101;2021;3517000;Bovino;42265
101;2021;3517109;Bovino;11367
101;2021;3517208;Bovino;21068
101;2021;3517307;Bovino;17194
101;2021;3517406;Bovino;16337
101;2021;3517505;Bovino;11756
101;2021;3517604;Bovino;8005
101;2021;3517703;Bovino;4414
101;2021;3517802;Bovino;45193
101;2021;3517901;Bovino;16318
101;2021;3518008;Bovino;8300
101;2021;3518107;Bovino;38608
101;2021;3518206;Bovino;53285
101;2021;3518305;Bovino;8900
101;2021;3518404;Bovino;58114
101;2021;3518503;Bovino;43120
101;2021;3518602;Bovino;646
101;2021;3518859;Bovino;4500
101;2021;3518909;Bovino;27500
101;2021;3519006;Bovino;36198
101;2021;3519055;Bovino;1193
101;2021;3519105;Bovino;18773
101;2021;3519204;Bovino;26547
101;2021;3519253;Bovino;7800
101;2021;3519303;Bovino;4070
101;2021;3519402;Bovino;12600
101;2021;3519501;Bovino;3622
101;2021;3519600;Bovino;12500
101;2021;3519709;Bovino;2400
101;2021;3519808;Bovino;10230
101;2021;3519907;Bovino;15350
101;2021;3520004;Bovino;290
101;2021;3520103;Bovino;10214
101;2021;3520202;Bovino;9650
101;2021;3520301;Bovino;4000
101;2021;3520400;Bovino;40
101;2021;3520442;Bovino;19380
101;2021;3520509;Bovino;9811
101;2021;3520608;Bovino;17120
101;2021;3520707;Bovino;27001
101;2021;3520806;Bovino;10270
101;2021;3520905;Bovino;4650
101;2021;3521002;Bovino;5250
101;2021;3521101;Bovino;11859
101;2021;3521150;Bovino;9512
101;2021;3521200;Bovino;2070
101;2021;3521309;Bovino;4064
101;2021;3521408;Bovino;37
101;2021;3521507;Bovino;11800
101;2021;3521606;Bovino;17980
101;2021;3521705;Bovino;26840
101;2021;3521804;Bovino;22400
101;2021;3521903;Bovino;10530
101;2021;3522000;Bovino;11456
101;2021;3522109;Bovino;300
101;2021;3522158;Bovino;7392
101;2021;3522307;Bovino;62865
101;2021;3522406;Bovino;28052
101;2021;3522604;Bovino;35133
101;2021;3522653;Bovino;3320
101;2021;3522703;Bovino;30198
101;2021;3522802;Bovino;30000
101;2021;3522901;Bovino;1267
101;2021;3523008;Bovino;9150
101;2021;3523107;Bovino;490
101;2021;3523206;Bovino;25000
101;2021;3523305;Bovino;414
101;2021;3523404;Bovino;19500
101;2021;3523503;Bovino;21412
101;2021;3523602;Bovino;21993
101;2021;3523701;Bovino;11600
101;2021;3523800;Bovino;13800
101;2021;3523909;Bovino;29948
101;2021;3524006;Bovino;9380
101;2021;3524105;Bovino;17316
101;2021;3524204;Bovino;2983
101;2021;3524303;Bovino;4901
101;2021;3524402;Bovino;19000
101;2021;3524501;Bovino;7406
101;2021;3524600;Bovino;7200
101;2021;3524709;Bovino;4671
101;2021;3524808;Bovino;35732
101;2021;3524907;Bovino;14000
101;2021;3525102;Bovino;6500
101;2021;3525201;Bovino;4850
101;2021;3525300;Bovino;8732
101;2021;3525409;Bovino;1745
101;2021;3525508;Bovino;18200
101;2021;3525607;Bovino;23500
101;2021;3525706;Bovino;60200
101;2021;3525805;Bovino;11105
101;2021;3525854;Bovino;6602
101;2021;3525904;Bovino;3990
101;2021;3526001;Bovino;33400
101;2021;3526100;Bovino;6800
101;2021;3526308;Bovino;21125
101;2021;3526407;Bovino;37787
101;2021;3526506;Bovino;47056
101;2021;3526605;Bovino;9500
101;2021;3526704;Bovino;1850
101;2021;3526803;Bovino;4559
101;2021;3526902;Bovino;13839
101;2021;3527009;Bovino;3232
101;2021;3527108;Bovino;26486
101;2021;3527207;Bovino;31785
101;2021;3527256;Bovino;9341
101;2021;3527306;Bovino;1200
101;2021;3527405;Bovino;31570
101;2021;3527504;Bovino;8800
101;2021;3527603;Bovino;8000
101;2021;3527702;Bovino;12402
101;2021;3527801;Bovino;12041
101;2021;3527900;Bovino;35110
101;2021;3528007;Bovino;763
101;2021;3528106;Bovino;23200
101;2021;3528205;Bovino;28210
101;2021;3528304;Bovino;15090
101;2021;3528403;Bovino;3600
101;2021;3528502;Bovino;187
101;2021;3528601;Bovino;9270
101;2021;3528700;Bovino;91916
101;2021;3528809;Bovino;6000
101;2021;3528858;Bovino;1500
101;2021;3528908;Bovino;28785
101;2021;3529005;Bovino;113357
101;2021;3529104;Bovino;12015
101;2021;3529203;Bovino;82250
101;2021;3529302;Bovino;5160
101;2021;3529401;Bovino;55
101;2021;3529500;Bovino;9685
101;2021;3529609;Bovino;14406
101;2021;3529658;Bovino;6700
101;2021;3529708;Bovino;4433
101;2021;3529807;Bovino;4128
101;2021;3529906;Bovino;3200
101;2021;3530003;Bovino;19879
101;2021;3530102;Bovino;73832
101;2021;3530201;Bovino;129523
101;2021;3530300;Bovino;16500
101;2021;3530409;Bovino;12745
101;2021;3530508;Bovino;53000
101;2021;3530607;Bovino;3950
101;2021;3530706;Bovino;16189
101;2021;3530805;Bovino;17434
101;2021;3530904;Bovino;2495
101;2021;3531001;Bovino;2420
101;2021;3531100;Bovino;13
101;2021;3531209;Bovino;4735
101;2021;3531308;Bovino;15612
101;2021;3531407;Bovino;32980
101;2021;3531506;Bovino;7010
101;2021;3531605;Bovino;12100
101;2021;3531704;Bovino;12500
101;2021;3531803;Bovino;10500
101;2021;3531902;Bovino;11377
101;2021;3532009;Bovino;7131
101;2021;3532058;Bovino;942
101;2021;3532108;Bovino;30049
101;2021;3532157;Bovino;8210
101;2021;3532207;Bovino;9550
101;2021;3532306;Bovino;21410
101;2021;3532405;Bovino;6100
101;2021;3532504;Bovino;15250
101;2021;3532603;Bovino;34850
101;2021;3532702;Bovino;7678
101;2021;3532801;Bovino;11780
101;2021;3532827;Bovino;2160
101;2021;3532843;Bovino;15824
101;2021;3532868;Bovino;18500
101;2021;3532900;Bovino;683
101;2021;3533007;Bovino;42432
101;2021;3533106;Bovino;3600
101;2021;3533205;Bovino;9007
101;2021;3533254;Bovino;1180
101;2021;3533304;Bovino;9530
101;2021;3533403;Bovino;283
101;2021;3533502;Bovino;31250
101;2021;3533601;Bovino;3830
101;2021;3533700;Bovino;22846
101;2021;3533809;Bovino;8949
101;2021;3533908;Bovino;17249
101;2021;3534005;Bovino;5420
101;2021;3534104;Bovino;13582
101;2021;3534203;Bovino;6120
101;2021;3534302;Bovino;4484
101;2021;3534500;Bovino;28469
101;2021;3534609;Bovino;29755
101;2021;3534708;Bovino;6700
101;2021;3534757;Bovino;15706
101;2021;3534807;Bovino;18500
101;2021;3534906;Bovino;43784
101;2021;3535002;Bovino;37696
101;2021;3535101;Bovino;230
101;2021;3535200;Bovino;47002
101;2021;3535309;Bovino;4100
101;2021;3535408;Bovino;16100
101;2021;3535507;Bovino;32000
101;2021;3535606;Bovino;30850
101;2021;3535705;Bovino;1100
101;2021;3535804;Bovino;32000
101;2021;3535903;Bovino;6710
101;2021;3536000;Bovino;31240
101;2021;3536109;Bovino;12300
101;2021;3536208;Bovino;2800
101;2021;3536257;Bovino;8500
101;2021;3536307;Bovino;25452
101;2021;3536406;Bovino;12300
101;2021;3536505;Bovino;320
101;2021;3536570;Bovino;5988
101;2021;3536604;Bovino;29700
101;2021;3536703;Bovino;25000
101;2021;3536802;Bovino;11800
101;2021;3536901;Bovino;23633
101;2021;3537008;Bovino;26458
101;2021;3537107;Bovino;10020
101;2021;3537156;Bovino;1150
101;2021;3537206;Bovino;1460
101;2021;3537305;Bovino;22964
101;2021;3537404;Bovino;46160
101;2021;3537503;Bovino;36516
101;2021;3537602;Bovino;357
101;2021;3537701;Bovino;23911
101;2021;3537800;Bovino;9500
101;2021;3537909;Bovino;13595
101;2021;3538006;Bovino;57486
101;2021;3538105;Bovino;3000
101;2021;3538204;Bovino;8800
101;2021;3538303;Bovino;63322
101;2021;3538501;Bovino;8061
101;2021;3538600;Bovino;17300
101;2021;3538709;Bovino;53111
101;2021;3538808;Bovino;24201
101;2021;3538907;Bovino;53386
101;2021;3539004;Bovino;1800
101;2021;3539202;Bovino;26150
101;2021;3539301;Bovino;9520
101;2021;3539400;Bovino;30429
101;2021;3539509;Bovino;5520
101;2021;3539608;Bovino;7950
101;2021;3539707;Bovino;8000
101;2021;3539806;Bovino;190
101;2021;3539905;Bovino;13550
101;2021;3540002;Bovino;63732
101;2021;3540101;Bovino;19251
101;2021;3540200;Bovino;504
101;2021;3540259;Bovino;18190
101;2021;3540309;Bovino;8985
101;2021;3540408;Bovino;18150
101;2021;3540507;Bovino;26000
101;2021;3540606;Bovino;23808
101;2021;3540705;Bovino;2700
101;2021;3540754;Bovino;6262
101;2021;3540804;Bovino;42050
101;2021;3540853;Bovino;6530
101;2021;3540903;Bovino;413
101;2021;3541059;Bovino;5341
101;2021;3541109;Bovino;21967
101;2021;3541208;Bovino;115400
101;2021;3541307;Bovino;95761
101;2021;3541406;Bovino;54500
101;2021;3541505;Bovino;101421
101;2021;3541604;Bovino;52750
101;2021;3541653;Bovino;9250
101;2021;3541703;Bovino;27300
101;2021;3541802;Bovino;10513
101;2021;3541901;Bovino;9850
101;2021;3542008;Bovino;31695
101;2021;3542107;Bovino;3295
101;2021;3542206;Bovino;112750
101;2021;3542305;Bovino;14566
101;2021;3542404;Bovino;27500
101;2021;3542503;Bovino;20056
101;2021;3542602;Bovino;8600
101;2021;3542701;Bovino;6523
101;2021;3542800;Bovino;5396
101;2021;3542909;Bovino;12100
101;2021;3543006;Bovino;11151
101;2021;3543105;Bovino;3324
101;2021;3543204;Bovino;4100
101;2021;3543238;Bovino;26149
101;2021;3543253;Bovino;4920
101;2021;3543303;Bovino;80
101;2021;3543402;Bovino;4000
101;2021;3543501;Bovino;35000
101;2021;3543600;Bovino;6624
101;2021;3543709;Bovino;4342
101;2021;3543808;Bovino;46880
101;2021;3543907;Bovino;19483
101;2021;3544004;Bovino;1915
101;2021;3544103;Bovino;32
101;2021;3544202;Bovino;31000
101;2021;3544251;Bovino;59125
101;2021;3544301;Bovino;5935
101;2021;3544400;Bovino;17939
101;2021;3544509;Bovino;15219
101;2021;3544608;Bovino;25893
101;2021;3544707;Bovino;12680
101;2021;3544806;Bovino;25000
101;2021;3544905;Bovino;8978
101;2021;3545001;Bovino;4430
101;2021;3545100;Bovino;13269
101;2021;3545159;Bovino;6022
101;2021;3545209;Bovino;3412
101;2021;3545308;Bovino;8000
101;2021;3545407;Bovino;3700
101;2021;3545506;Bovino;20250
101;2021;3545605;Bovino;4000
101;2021;3545704;Bovino;22874
101;2021;3545803;Bovino;1523
101;2021;3546009;Bovino;11100
101;2021;3546108;Bovino;19188
101;2021;3546207;Bovino;9550
101;2021;3546256;Bovino;2000
101;2021;3546306;Bovino;1500
101;2021;3546405;Bovino;42500
101;2021;3546504;Bovino;212
101;2021;3546603;Bovino;26495
101;2021;3546702;Bovino;460
101;2021;3546801;Bovino;6580
101;2021;3546900;Bovino;380
101;2021;3547007;Bovino;11370
101;2021;3547106;Bovino;10600
101;2021;3547205;Bovino;15612
101;2021;3547304;Bovino;1401
101;2021;3547403;Bovino;17385
101;2021;3547502;Bovino;20750
101;2021;3547601;Bovino;8900
101;2021;3547650;Bovino;10010
101;2021;3547700;Bovino;84303
101;2021;3547908;Bovino;18225
101;2021;3548005;Bovino;4449
101;2021;3548054;Bovino;81360
101;2021;3548104;Bovino;5800
101;2021;3548203;Bovino;3873
101;2021;3548302;Bovino;13300
101;2021;3548401;Bovino;7399
101;2021;3548609;Bovino;14062
101;2021;3548906;Bovino;38400
101;2021;3549003;Bovino;11902
101;2021;3549102;Bovino;38800
101;2021;3549201;Bovino;9750
101;2021;3549250;Bovino;7590
101;2021;3549300;Bovino;3800
101;2021;3549409;Bovino;4487
101;2021;3549508;Bovino;4865
101;2021;3549607;Bovino;15117
101;2021;3549706;Bovino;51300
101;2021;3549805;Bovino;24900
101;2021;3549904;Bovino;58800
101;2021;3550001;Bovino;37462
101;2021;3550100;Bovino;7947
101;2021;3550209;Bovino;17895
101;2021;3550308;Bovino;300
101;2021;3550407;Bovino;33333
101;2021;3550506;Bovino;36000
101;2021;3550605;Bovino;2580
101;2021;3550704;Bovino;67
101;2021;3550803;Bovino;17000
101;2021;3550902;Bovino;10720
101;2021;3551108;Bovino;17198
101;2021;3551207;Bovino;5002
101;2021;3551306;Bovino;4460
101;2021;3551405;Bovino;2240
101;2021;3551504;Bovino;1250
101;2021;3551603;Bovino;10582
101;2021;3551702;Bovino;6602
101;2021;3551801;Bovino;7600
101;2021;3551900;Bovino;2760
101;2021;3552007;Bovino;21500
101;2021;3552106;Bovino;51200
101;2021;3552205;Bovino;9100
101;2021;3552304;Bovino;37700
101;2021;3552403;Bovino;950
101;2021;3552502;Bovino;4186
101;2021;3552551;Bovino;25800
101;2021;3552601;Bovino;6000
101;2021;3552700;Bovino;6504
101;2021;3552908;Bovino;24300
101;2021;3553005;Bovino;18369
101;2021;3553104;Bovino;1930
101;2021;3553203;Bovino;770
101;2021;3553302;Bovino;8620
101;2021;3553401;Bovino;45000
101;2021;3553500;Bovino;1300
101;2021;3553609;Bovino;14500
101;2021;3553658;Bovino;50
101;2021;3553708;Bovino;4450
101;2021;3553807;Bovino;17500
101;2021;3553856;Bovino;4895
101;2021;3553906;Bovino;21150
101;2021;3553955;Bovino;3100
101;2021;3554003;Bovino;19395
101;2021;3554102;Bovino;36957
101;2021;3554201;Bovino;11916
101;2021;3554300;Bovino;81004
101;2021;3554409;Bovino;1510
101;2021;3554508;Bovino;31849
101;2021;3554607;Bovino;13483
101;2021;3554656;Bovino;6600
101;2021;3554706;Bovino;23277
101;2021;3554755;Bovino;1578
101;2021;3554805;Bovino;7360
101;2021;3554904;Bovino;17082
101;2021;3554953;Bovino;11600
101;2021;3555000;Bovino;51667
101;2021;3555109;Bovino;14400
101;2021;3555208;Bovino;15844
101;2021;3555307;Bovino;11029
101;2021;3555356;Bovino;4520
101;2021;3555406;Bovino;96
101;2021;3555505;Bovino;16400
101;2021;3555604;Bovino;11230
101;2021;3555703;Bovino;3250
101;2021;3555802;Bovino;23780
101;2021;3555901;Bovino;9181
101;2021;3556008;Bovino;9950
101;2021;3556107;Bovino;13500
101;2021;3556206;Bovino;1800
101;2021;3556305;Bovino;24556
101;2021;3556354;Bovino;7600
101;2021;3556404;Bovino;19200
